Amount,Use Chip,Merchant City,Merchant State,MCC,Is Fraud?,Amount_Rupiah,date
117.64,Swipe Transaction,La Verne,CA,4900,No,1941060.0,2018-05-07
116.87,Swipe Transaction,La Verne,CA,5912,No,1928355.0,2018-05-09
139.8,Swipe Transaction,La Verne,CA,5411,No,2306700.0,2018-05-11
62.0,Swipe Transaction,La Verne,CA,5499,No,1023000.0,2018-05-11
-62.0,Swipe Transaction,La Verne,CA,5499,No,-1023000.0,2018-05-11
61.05,Swipe Transaction,La Verne,CA,5499,No,1007325.0,2018-05-11
176.86,Swipe Transaction,Mira Loma,CA,5541,No,2918190.0,2018-05-12
13.35,Swipe Transaction,Mira Loma,CA,5812,No,220275.0,2018-05-12
38.02,Swipe Transaction,Monterey Park,CA,5942,No,627330.0,2018-05-13
10.72,Swipe Transaction,La Verne,CA,5411,No,176880.0,2018-05-15
7.03,Online Transaction,ONLINE,Unknown,5815,No,115995.0,2018-05-15
138.45,Swipe Transaction,La Verne,CA,5411,No,2284425.0,2018-05-16
17.42,Swipe Transaction,La Verne,CA,7230,No,287430.0,2018-05-16
243.31,Online Transaction,ONLINE,Unknown,7996,No,4014615.0,2018-05-17
107.92,Swipe Transaction,La Verne,CA,5300,No,1780680.0,2018-05-18
9.97,Swipe Transaction,Mira Loma,CA,5541,No,164505.0,2018-05-18
135.02,Swipe Transaction,La Verne,CA,5300,No,2227830.0,2018-05-19
37.12,Swipe Transaction,La Verne,CA,5912,No,612480.0,2018-05-19
91.45,Swipe Transaction,La Verne,CA,5300,No,1508925.0,2018-05-20
51.97,Swipe Transaction,La Verne,CA,5411,No,857505.0,2018-05-20
21.49,Swipe Transaction,Monterey Park,CA,5411,No,354585.0,2018-05-20
90.33,Swipe Transaction,La Verne,CA,5411,No,1490445.0,2018-05-21
71.93,Swipe Transaction,La Verne,CA,7538,No,1186845.0,2018-05-21
75.09,Swipe Transaction,La Verne,CA,5812,No,1238985.0,2018-05-22
133.5,Swipe Transaction,La Verne,CA,5912,No,2202750.0,2018-05-23
119.37,Swipe Transaction,La Verne,CA,5411,No,1969605.0,2018-05-23
95.4,Swipe Transaction,Mira Loma,CA,5541,No,1574100.0,2018-05-24
134.36,Online Transaction,ONLINE,Unknown,5311,No,2216940.0,2018-05-25
162.22,Swipe Transaction,La Verne,CA,5300,No,2676630.0,2018-05-26
54.1,Swipe Transaction,La Verne,CA,5912,No,892650.0,2018-05-26
85.45,Swipe Transaction,La Verne,CA,5812,No,1409925.0,2018-05-27
97.63,Swipe Transaction,La Verne,CA,5300,No,1610895.0,2018-05-29
130.27,Swipe Transaction,La Verne,CA,5300,No,2149455.0,2018-05-31
36.17,Swipe Transaction,Monterey Park,CA,5942,No,596805.0,2018-05-31
72.25,Swipe Transaction,La Verne,CA,7538,No,1192125.0,2018-05-31
38.5,Swipe Transaction,La Verne,CA,5912,No,635250.0,2018-06-01
167.69,Swipe Transaction,Monterey Park,CA,5411,No,2766885.0,2018-06-02
36.06,Swipe Transaction,Monterey Park,CA,5411,No,594990.0,2018-06-03
201.4,Online Transaction,ONLINE,Unknown,4899,No,3323100.0,2018-06-04
49.9,Swipe Transaction,Monterey Park,CA,5411,No,823350.0,2018-06-05
42.7,Swipe Transaction,La Verne,CA,7538,No,704550.0,2018-06-05
200.71,Swipe Transaction,La Verne,CA,5300,No,3311715.0,2018-06-06
138.09,Swipe Transaction,La Verne,CA,5912,No,2278485.0,2018-06-07
30.21,Swipe Transaction,La Verne,CA,5912,No,498465.0,2018-06-07
327.0,Swipe Transaction,Waianae,HI,3730,No,5395500.0,2018-06-07
19.85,Online Transaction,ONLINE,Unknown,4814,No,327525.0,2018-06-09
92.91,Swipe Transaction,Pine Mountain Club,CA,5812,No,1533015.0,2018-06-09
36.96,Swipe Transaction,Pine Mountain Club,CA,5813,No,609840.0,2018-06-09
128.5,Swipe Transaction,Visalia,CA,5300,No,2120250.0,2018-06-10
156.35,Swipe Transaction,Waianae,HI,3730,No,2579775.0,2018-06-11
-327.0,Swipe Transaction,Waianae,HI,3730,No,-5395500.0,2018-06-11
117.21,Swipe Transaction,La Verne,CA,5300,No,1933965.0,2018-06-11
140.21,Swipe Transaction,La Verne,CA,5300,No,2313465.0,2018-06-12
101.07,Swipe Transaction,La Verne,CA,5912,No,1667655.0,2018-06-12
113.57,Swipe Transaction,Monterey Park,CA,5411,No,1873905.0,2018-06-14
116.07,Swipe Transaction,La Verne,CA,5411,No,1915155.0,2018-06-15
123.2,Swipe Transaction,Mira Loma,CA,5541,No,2032800.0,2018-06-17
62.68,Swipe Transaction,La Verne,CA,7538,No,1034220.0,2018-06-17
45.08,Swipe Transaction,La Verne,CA,5411,No,743820.0,2018-06-18
113.44,Swipe Transaction,La Verne,CA,5912,No,1871760.0,2018-06-19
100.0,Swipe Transaction,Mira Loma,CA,4829,No,1650000.0,2018-06-20
476.0,Swipe Transaction,Upland,CA,3393,No,7854000.0,2018-06-20
40.06,Swipe Transaction,Los Angeles,CA,5912,No,660990.0,2018-06-21
122.96,Online Transaction,ONLINE,Unknown,5311,No,2028840.0,2018-06-22
160.02,Online Transaction,ONLINE,Unknown,4900,No,2640330.0,2018-06-22
57.7,Swipe Transaction,Los Angeles,CA,5812,No,952050.0,2018-06-22
147.04,Swipe Transaction,Los Angeles,CA,5541,No,2426160.0,2018-06-24
1.71,Swipe Transaction,Los Angeles,CA,5499,No,28215.0,2018-06-24
130.63,Swipe Transaction,Los Angeles,CA,5300,No,2155395.0,2018-06-25
45.92,Swipe Transaction,Los Angeles,CA,5942,No,757680.0,2018-06-25
171.72,Swipe Transaction,Los Angeles,CA,5912,No,2833380.0,2018-06-27
14.43,Swipe Transaction,Los Angeles,CA,5812,No,238095.0,2018-06-27
99.85,Online Transaction,ONLINE,Unknown,4900,No,1647525.0,2018-06-28
150.63,Swipe Transaction,Los Angeles,CA,5300,No,2485395.0,2018-07-01
12.14,Swipe Transaction,Los Angeles,CA,5814,No,200310.0,2018-07-01
98.12,Swipe Transaction,Los Angeles,CA,5621,No,1618980.0,2018-07-01
78.98,Swipe Transaction,Los Angeles,CA,5814,No,1303170.0,2018-07-01
129.83,Online Transaction,ONLINE,Unknown,5311,No,2142195.0,2018-07-02
89.07,Swipe Transaction,Los Angeles,CA,5812,No,1469655.0,2018-07-02
159.27,Swipe Transaction,Los Angeles,CA,5541,No,2627955.0,2018-07-03
120.75,Swipe Transaction,Los Angeles,CA,5912,No,1992375.0,2018-07-04
123.12,Swipe Transaction,Los Angeles,CA,5912,No,2031480.0,2018-07-04
89.72,Swipe Transaction,Los Angeles,CA,5812,No,1480380.0,2018-07-04
12.24,Swipe Transaction,Los Angeles,CA,5411,No,201960.0,2018-07-05
3.13,Swipe Transaction,Los Angeles,CA,5921,No,51645.0,2018-07-05
160.65,Swipe Transaction,Upland,CA,3393,No,2650725.0,2018-07-05
149.51,Swipe Transaction,Monterey Park,CA,3395,No,2466915.0,2018-07-05
-476.0,Swipe Transaction,Upland,CA,3393,No,-7854000.0,2018-07-05
93.31,Swipe Transaction,La Verne,CA,5300,No,1539615.0,2018-07-09
69.1,Swipe Transaction,Monterey Park,CA,5411,No,1140150.0,2018-07-09
132.53,Swipe Transaction,La Verne,CA,4900,No,2186745.0,2018-07-09
46.53,Swipe Transaction,La Verne,CA,5912,No,767745.0,2018-07-10
163.83,Online Transaction,ONLINE,Unknown,5311,No,2703195.0,2018-07-12
231.16,Online Transaction,ONLINE,Unknown,4900,No,3814140.0,2018-07-12
74.31,Swipe Transaction,La Verne,CA,5300,No,1226115.0,2018-07-14
38.05,Swipe Transaction,Monterey Park,CA,5411,No,627825.0,2018-07-15
170.72,Swipe Transaction,Monterey Park,CA,5411,No,2816880.0,2018-07-16
43.23,Swipe Transaction,La Verne,CA,5912,No,713295.0,2018-07-16
32.81,Swipe Transaction,Monterey Park,CA,5970,No,541365.0,2018-07-16
194.27,Swipe Transaction,Mira Loma,CA,4814,No,3205455.0,2018-07-16
47.63,Swipe Transaction,La Verne,CA,5912,No,785895.0,2018-07-18
21.28,Swipe Transaction,Monterey Park,CA,5411,No,351120.0,2018-07-18
132.54,Swipe Transaction,La Verne,CA,5912,No,2186910.0,2018-07-20
37.83,Swipe Transaction,La Verne,CA,7538,No,624195.0,2018-07-21
149.9,Swipe Transaction,La Verne,CA,5912,No,2473350.0,2018-07-22
453.69,Swipe Transaction,La Verne,CA,6300,No,7485885.0,2018-07-22
123.0,Swipe Transaction,Mira Loma,CA,5541,No,2029500.0,2018-07-24
171.79,Swipe Transaction,La Verne,CA,5311,No,2834535.0,2018-07-24
49.96,Swipe Transaction,Monterey Park,CA,5411,No,824340.0,2018-07-24
6.51,Swipe Transaction,La Verne,CA,5411,No,107415.0,2018-07-24
55.89,Swipe Transaction,Monterey Park,CA,5411,No,922185.0,2018-07-25
33.29,Swipe Transaction,La Verne,CA,7538,No,549285.0,2018-07-26
127.53,Online Transaction,ONLINE,Unknown,5311,No,2104245.0,2018-07-28
169.9,Swipe Transaction,Monterey Park,CA,5411,No,2803350.0,2018-07-29
51.14,Swipe Transaction,La Verne,CA,5411,No,843810.0,2018-07-29
14.52,Swipe Transaction,La Verne,CA,5300,No,239580.0,2018-07-29
59.4,Swipe Transaction,La Verne,CA,5912,No,980100.0,2018-07-30
136.26,Swipe Transaction,Mira Loma,CA,5541,No,2248290.0,2018-07-31
35.44,Swipe Transaction,Monterey Park,CA,5411,No,584760.0,2018-07-31
102.71,Swipe Transaction,La Verne,CA,5300,No,1694715.0,2018-08-01
15.87,Swipe Transaction,La Verne,CA,5411,No,261855.0,2018-08-02
54.5,Swipe Transaction,Mira Loma,CA,5541,No,899250.0,2018-08-04
97.0,Swipe Transaction,Mira Loma,CA,5541,No,1600500.0,2018-08-04
-97.0,Swipe Transaction,Mira Loma,CA,5541,No,-1600500.0,2018-08-04
144.05,Swipe Transaction,La Verne,CA,5912,No,2376825.0,2018-08-05
123.26,Swipe Transaction,La Verne,CA,5311,No,2033790.0,2018-08-05
85.32,Swipe Transaction,La Verne,CA,5812,No,1407780.0,2018-08-07
120.0,Swipe Transaction,Mira Loma,CA,4829,No,1980000.0,2018-08-08
132.7,Swipe Transaction,La Verne,CA,5912,No,2189550.0,2018-08-08
40.65,Swipe Transaction,La Verne,CA,7538,No,670725.0,2018-08-08
61.25,Swipe Transaction,La Verne,CA,5411,No,1010625.0,2018-08-08
128.36,Swipe Transaction,Mira Loma,CA,5541,No,2117940.0,2018-08-09
28.12,Swipe Transaction,Monterey Park,CA,5411,No,463980.0,2018-08-09
176.8,Swipe Transaction,Mira Loma,CA,5541,No,2917200.0,2018-08-11
43.74,Swipe Transaction,Monterey Park,CA,5942,No,721710.0,2018-08-11
25.37,Swipe Transaction,La Verne,CA,7230,No,418605.0,2018-08-11
42.73,Swipe Transaction,La Verne,CA,5300,No,705045.0,2018-08-11
121.6,Swipe Transaction,La Verne,CA,5912,No,2006400.0,2018-08-12
131.1,Swipe Transaction,La Verne,CA,5912,No,2163150.0,2018-08-12
86.82,Swipe Transaction,La Verne,CA,5411,No,1432530.0,2018-08-14
127.63,Swipe Transaction,La Verne,CA,5912,No,2105895.0,2018-08-16
68.94,Swipe Transaction,La Verne,CA,5812,No,1137510.0,2018-08-16
52.77,Swipe Transaction,La Verne,CA,5912,No,870705.0,2018-08-17
40.07,Swipe Transaction,La Verne,CA,5912,No,661155.0,2018-08-18
141.93,Swipe Transaction,La Verne,CA,5311,No,2341845.0,2018-08-19
35.44,Swipe Transaction,La Verne,CA,5411,No,584760.0,2018-08-19
191.4,Swipe Transaction,Mira Loma,CA,4814,No,3158100.0,2018-08-19
31.7,Swipe Transaction,Ontario,CA,5211,No,523050.0,2018-08-20
123.7,Swipe Transaction,La Verne,CA,5411,No,2041050.0,2018-08-21
30.93,Online Transaction,ONLINE,Unknown,5193,No,510345.0,2018-08-22
57.24,Swipe Transaction,La Verne,CA,7538,No,944460.0,2018-08-22
1.8,Swipe Transaction,La Verne,CA,5499,No,29700.0,2018-08-22
136.29,Swipe Transaction,La Verne,CA,5912,No,2248785.0,2018-08-23
55.01,Swipe Transaction,La Verne,CA,5411,No,907665.0,2018-08-23
140.0,Swipe Transaction,Mira Loma,CA,4829,No,2310000.0,2018-08-24
123.58,Swipe Transaction,La Verne,CA,5300,No,2039070.0,2018-08-24
57.24,Swipe Transaction,La Verne,CA,7538,No,944460.0,2018-08-25
64.71,Swipe Transaction,Mira Loma,CA,5541,No,1067715.0,2018-08-25
66.0,Swipe Transaction,Mira Loma,CA,5541,No,1089000.0,2018-08-25
-66.0,Swipe Transaction,Mira Loma,CA,5541,No,-1089000.0,2018-08-25
79.16,Swipe Transaction,Mira Loma,CA,5812,No,1306140.0,2018-08-25
143.88,Swipe Transaction,Mira Loma,CA,4814,No,2374020.0,2018-08-25
71.5,Swipe Transaction,La Verne,CA,5812,No,1179750.0,2018-08-26
127.46,Swipe Transaction,Mira Loma,CA,5541,No,2103090.0,2018-08-27
42.18,Swipe Transaction,La Verne,CA,5912,No,695970.0,2018-08-29
121.45,Swipe Transaction,La Verne,CA,5912,No,2003925.0,2018-08-29
41.47,Swipe Transaction,La Verne,CA,5912,No,684255.0,2018-08-29
154.43,Swipe Transaction,La Verne,CA,5300,No,2548095.0,2018-08-30
6.51,Online Transaction,ONLINE,Unknown,5815,No,107415.0,2018-08-30
121.47,Swipe Transaction,La Verne,CA,5300,No,2004255.0,2018-08-31
95.73,Swipe Transaction,La Verne,CA,5300,No,1579545.0,2018-08-31
56.91,Swipe Transaction,La Verne,CA,7538,No,939015.0,2018-08-31
39.84,Swipe Transaction,Monterey Park,CA,5942,No,657360.0,2018-09-01
119.1,Swipe Transaction,La Verne,CA,5912,No,1965150.0,2018-09-02
280.02,Swipe Transaction,La Verne,CA,7996,No,4620330.0,2018-09-03
161.32,Swipe Transaction,Monterey Park,CA,5411,No,2661780.0,2018-09-04
82.43,Swipe Transaction,La Verne,CA,5814,No,1360095.0,2018-09-04
24.75,Swipe Transaction,Monterey Park,CA,7832,No,408375.0,2018-09-04
28.26,Swipe Transaction,Monterey Park,CA,5411,No,466290.0,2018-09-05
43.78,Swipe Transaction,Monterey Park,CA,5411,No,722370.0,2018-09-07
32.23,Swipe Transaction,Monterey Park,CA,5942,No,531795.0,2018-09-08
28.65,Swipe Transaction,La Verne,CA,5300,No,472725.0,2018-09-09
166.76,Swipe Transaction,La Verne,CA,5300,No,2751540.0,2018-09-09
34.44,Online Transaction,ONLINE,Unknown,7349,No,568260.0,2018-09-10
178.97,Swipe Transaction,La Verne,CA,5300,No,2953005.0,2018-09-11
16.19,Swipe Transaction,La Verne,CA,5300,No,267135.0,2018-09-11
152.24,Swipe Transaction,La Verne,CA,5300,No,2511960.0,2018-09-12
135.95,Swipe Transaction,La Verne,CA,5311,No,2243175.0,2018-09-13
152.73,Swipe Transaction,La Verne,CA,4900,No,2520045.0,2018-09-13
89.15,Swipe Transaction,La Verne,CA,4900,No,1470975.0,2018-09-13
18.87,Swipe Transaction,La Verne,CA,5912,No,311355.0,2018-09-14
138.84,Swipe Transaction,La Verne,CA,5912,No,2290860.0,2018-09-15
130.58,Online Transaction,ONLINE,Unknown,4900,No,2154570.0,2018-09-15
135.99,Swipe Transaction,La Verne,CA,5912,No,2243835.0,2018-09-16
45.24,Swipe Transaction,La Verne,CA,5411,No,746460.0,2018-09-16
138.72,Swipe Transaction,La Verne,CA,5912,No,2288880.0,2018-09-17
48.97,Swipe Transaction,La Verne,CA,5411,No,808005.0,2018-09-17
3.9,Swipe Transaction,La Verne,CA,5921,No,64350.0,2018-09-17
77.28,Swipe Transaction,La Verne,CA,5300,No,1275120.0,2018-09-18
44.39,Swipe Transaction,La Verne,CA,5411,No,732435.0,2018-09-19
126.1,Online Transaction,ONLINE,Unknown,4900,No,2080650.0,2018-09-19
28.3,Swipe Transaction,La Verne,CA,7230,No,466950.0,2018-09-19
189.04,Swipe Transaction,Mira Loma,CA,4814,No,3119160.0,2018-09-19
126.23,Swipe Transaction,La Verne,CA,5300,No,2082795.0,2018-09-21
50.83,Swipe Transaction,La Verne,CA,5411,No,838695.0,2018-09-21
44.7,Swipe Transaction,La Verne,CA,7538,No,737550.0,2018-09-21
109.09,Swipe Transaction,La Verne,CA,5812,No,1799985.0,2018-09-21
118.07,Swipe Transaction,La Verne,CA,5411,No,1948155.0,2018-09-22
157.44,Swipe Transaction,La Verne,CA,5411,No,2597760.0,2018-09-23
163.27,Swipe Transaction,La Verne,CA,5300,No,2693955.0,2018-09-24
126.37,Swipe Transaction,La Verne,CA,5912,No,2085105.0,2018-09-24
18.86,Swipe Transaction,La Verne,CA,7230,No,311190.0,2018-09-24
116.64,Swipe Transaction,Mira Loma,CA,5541,No,1924560.0,2018-09-25
33.89,Swipe Transaction,La Verne,CA,5411,No,559185.0,2018-09-25
126.11,Swipe Transaction,La Verne,CA,5411,No,2080815.0,2018-09-26
18.1,Online Transaction,ONLINE,Unknown,4814,No,298650.0,2018-09-26
157.53,Swipe Transaction,La Verne,CA,5300,No,2599245.0,2018-09-27
142.63,Swipe Transaction,Monterey Park,CA,5411,No,2353395.0,2018-09-28
20.83,Swipe Transaction,La Verne,CA,5947,No,343695.0,2018-09-29
10.06,Swipe Transaction,La Verne,CA,5812,No,165990.0,2018-09-29
38.52,Swipe Transaction,La Verne,CA,7538,No,635580.0,2018-09-30
53.24,Swipe Transaction,Monterey Park,CA,5411,No,878460.0,2018-10-01
65.37,Swipe Transaction,La Verne,CA,5310,No,1078605.0,2018-10-01
107.46,Swipe Transaction,La Verne,CA,5411,No,1773090.0,2018-10-02
37.91,Swipe Transaction,Monterey Park,CA,5411,No,625515.0,2018-10-03
59.94,Swipe Transaction,La Verne,CA,7538,No,989010.0,2018-10-03
174.48,Swipe Transaction,Mira Loma,CA,5541,No,2878920.0,2018-10-04
150.77,Swipe Transaction,Monterey Park,CA,5411,No,2487705.0,2018-10-05
74.92,Swipe Transaction,La Verne,CA,5311,No,1236180.0,2018-10-06
53.79,Online Transaction,ONLINE,Unknown,4900,No,887535.0,2018-10-08
66.09,Swipe Transaction,La Verne,CA,7538,No,1090485.0,2018-10-09
59.78,Swipe Transaction,La Verne,CA,7538,No,986370.0,2018-10-09
144.4,Online Transaction,ONLINE,Unknown,4900,No,2382600.0,2018-10-09
163.06,Swipe Transaction,La Verne,CA,1711,No,2690490.0,2018-10-09
19.53,Online Transaction,ONLINE,Unknown,4900,No,322245.0,2018-10-12
131.94,Swipe Transaction,La Verne,CA,5411,No,2177010.0,2018-10-14
993.46,Swipe Transaction,Walnut,CA,3000,No,16392090.0,2018-10-14
171.0,Online Transaction,ONLINE,Unknown,4722,No,2821500.0,2018-10-14
49.3,Swipe Transaction,Atlanta,MI,4900,No,813450.0,2018-10-14
227.0,Online Transaction,ONLINE,Unknown,4722,No,3745500.0,2018-10-14
138.66,Swipe Transaction,Atlanta,MI,4900,No,2287890.0,2018-10-15
28.31,Swipe Transaction,Brimley,MI,5942,No,467115.0,2018-10-16
131.48,Swipe Transaction,Atlanta,MI,5912,No,2169420.0,2018-10-17
64.21,Swipe Transaction,Atlanta,MI,5814,No,1059465.0,2018-10-17
37.34,Swipe Transaction,Atlanta,MI,5813,No,616110.0,2018-10-17
51.75,Swipe Transaction,Atlanta,MI,5411,No,853875.0,2018-10-18
10.71,Swipe Transaction,Atlanta,MI,5814,No,176715.0,2018-10-18
139.99,Online Transaction,ONLINE,Unknown,4722,No,2309835.0,2018-10-18
-227.0,Online Transaction,ONLINE,Unknown,4722,No,-3745500.0,2018-10-18
-171.0,Online Transaction,ONLINE,Unknown,4722,No,-2821500.0,2018-10-18
123.23,Online Transaction,ONLINE,Unknown,4722,No,2033295.0,2018-10-18
140.53,Swipe Transaction,La Verne,CA,5300,No,2318745.0,2018-10-19
68.68,Swipe Transaction,La Verne,CA,5912,No,1133220.0,2018-10-20
141.81,Online Transaction,ONLINE,Unknown,5311,No,2339865.0,2018-10-20
126.39,Swipe Transaction,La Verne,CA,5300,No,2085435.0,2018-10-23
29.49,Swipe Transaction,La Verne,CA,5912,No,486585.0,2018-10-23
124.62,Swipe Transaction,Mira Loma,CA,5541,No,2056230.0,2018-10-25
67.99,Swipe Transaction,Monterey Park,CA,5411,No,1121835.0,2018-10-26
140.46,Swipe Transaction,La Verne,CA,5300,No,2317590.0,2018-10-28
39.08,Swipe Transaction,La Verne,CA,4900,No,644820.0,2018-10-28
114.91,Swipe Transaction,La Verne,CA,5912,No,1896015.0,2018-10-29
109.81,Swipe Transaction,Mira Loma,CA,5541,No,1811865.0,2018-10-30
116.03,Swipe Transaction,La Verne,CA,5411,No,1914495.0,2018-10-31
77.62,Swipe Transaction,La Verne,CA,7538,No,1280730.0,2018-10-31
175.17,Swipe Transaction,La Verne,CA,5411,No,2890305.0,2018-11-02
32.45,Swipe Transaction,La Verne,CA,5912,No,535425.0,2018-11-02
118.47,Swipe Transaction,La Verne,CA,5912,No,1954755.0,2018-11-03
55.76,Swipe Transaction,La Verne,CA,5300,No,920040.0,2018-11-03
140.0,Swipe Transaction,Mira Loma,CA,4829,No,2310000.0,2018-11-04
57.0,Swipe Transaction,Mira Loma,CA,5541,No,940500.0,2018-11-06
-57.0,Swipe Transaction,Mira Loma,CA,5541,No,-940500.0,2018-11-06
52.81,Swipe Transaction,Mira Loma,CA,5541,No,871365.0,2018-11-06
119.75,Swipe Transaction,Monterey Park,CA,5411,No,1975875.0,2018-11-07
42.57,Swipe Transaction,La Verne,CA,5912,No,702405.0,2018-11-07
123.75,Swipe Transaction,Monterey Park,CA,5411,No,2041875.0,2018-11-09
34.85,Swipe Transaction,La Verne,CA,5912,No,575025.0,2018-11-10
57.8,Swipe Transaction,La Verne,CA,7538,No,953700.0,2018-11-10
171.04,Swipe Transaction,La Verne,CA,4900,No,2822160.0,2018-11-11
45.23,Swipe Transaction,Las Vegas,NV,7538,No,746295.0,2018-11-13
-86.0,Swipe Transaction,Las Vegas,NV,5541,No,-1419000.0,2018-11-14
42.84,Swipe Transaction,Las Vegas,NV,5541,No,706860.0,2018-11-14
137.39,Swipe Transaction,Las Vegas,NV,4900,No,2266935.0,2018-11-14
86.0,Swipe Transaction,Las Vegas,NV,5541,No,1419000.0,2018-11-14
79.53,Online Transaction,ONLINE,Unknown,5311,No,1312245.0,2018-11-14
81.07,Swipe Transaction,Las Vegas,NV,5814,No,1337655.0,2018-11-14
90.83,Swipe Transaction,Las Vegas,NV,5812,No,1498695.0,2018-11-14
57.74,Swipe Transaction,Las Vegas,NV,7538,No,952710.0,2018-11-16
72.47,Swipe Transaction,Las Vegas,NV,5310,No,1195755.0,2018-11-16
115.61,Swipe Transaction,Las Vegas,NV,5912,No,1907565.0,2018-11-18
144.32,Swipe Transaction,Las Vegas,NV,5300,No,2381280.0,2018-11-20
190.32,Swipe Transaction,Las Vegas,NV,5411,No,3140280.0,2018-11-21
161.2,Online Transaction,ONLINE,Unknown,4899,No,2659800.0,2018-11-21
71.09,Swipe Transaction,Las Vegas,NV,5812,No,1172985.0,2018-11-21
116.12,Swipe Transaction,Las Vegas,NV,5541,No,1915980.0,2018-11-22
138.62,Swipe Transaction,Las Vegas,NV,5300,No,2287230.0,2018-11-23
69.35,Swipe Transaction,Las Vegas,NV,5812,No,1144275.0,2018-11-23
132.05,Swipe Transaction,Las Vegas,NV,5411,No,2178825.0,2018-11-24
167.41,Swipe Transaction,Las Vegas,NV,5311,No,2762265.0,2018-11-25
60.26,Swipe Transaction,La Verne,CA,5300,No,994290.0,2018-11-25
79.01,Swipe Transaction,Mira Loma,CA,5812,No,1303665.0,2018-11-26
58.63,Swipe Transaction,La Verne,CA,7538,No,967395.0,2018-11-27
74.1,Swipe Transaction,Mira Loma,CA,5812,No,1222650.0,2018-11-27
104.07,Swipe Transaction,Mira Loma,CA,5541,No,1717155.0,2018-11-28
123.48,Swipe Transaction,La Verne,CA,5300,No,2037420.0,2018-11-28
38.04,Swipe Transaction,La Verne,CA,5411,No,627660.0,2018-11-29
59.73,Swipe Transaction,La Verne,CA,7538,No,985545.0,2018-11-29
1.62,Swipe Transaction,La Verne,CA,5499,No,26730.0,2018-11-29
11.17,Swipe Transaction,Mira Loma,CA,5812,No,184305.0,2018-11-29
227.45,Swipe Transaction,Mira Loma,CA,4814,No,3752925.0,2018-11-29
10.84,Swipe Transaction,Mira Loma,CA,5812,No,178860.0,2018-11-30
76.92,Swipe Transaction,La Verne,CA,5814,No,1269180.0,2018-11-30
113.12,Swipe Transaction,La Verne,CA,5311,No,1866480.0,2018-12-01
120.68,Swipe Transaction,La Verne,CA,5300,No,1991220.0,2018-12-02
143.94,Swipe Transaction,La Verne,CA,5300,No,2375010.0,2018-12-03
119.82,Swipe Transaction,La Verne,CA,5311,No,1977030.0,2018-12-05
28.91,Online Transaction,ONLINE,Unknown,4814,No,477015.0,2018-12-05
162.4,Swipe Transaction,Mira Loma,CA,5541,No,2679600.0,2018-12-06
3.43,Swipe Transaction,Mira Loma,CA,5541,No,56595.0,2018-12-06
115.72,Swipe Transaction,La Verne,CA,5300,No,1909380.0,2018-12-07
127.22,Swipe Transaction,La Verne,CA,5300,No,2099130.0,2018-12-08
24.38,Swipe Transaction,Monterey Park,CA,5942,No,402270.0,2018-12-08
109.04,Swipe Transaction,La Verne,CA,5651,No,1799160.0,2018-12-08
176.72,Swipe Transaction,La Verne,CA,5300,No,2915880.0,2018-12-12
148.61,Swipe Transaction,Worcester,MA,3640,No,2452065.0,2018-12-12
12.52,Online Transaction,ONLINE,Unknown,5311,No,206580.0,2018-12-12
100.0,Swipe Transaction,Mira Loma,CA,4829,No,1650000.0,2018-12-14
21.45,Swipe Transaction,La Verne,CA,7230,No,353925.0,2018-12-14
6.95,Online Transaction,ONLINE,Unknown,5815,No,114675.0,2018-12-14
133.3,Swipe Transaction,La Verne,CA,5912,No,2199450.0,2018-12-15
217.44,Swipe Transaction,La Verne,CA,5300,No,3587760.0,2018-12-15
142.08,Swipe Transaction,La Verne,CA,5300,No,2344320.0,2018-12-16
26.06,Swipe Transaction,Monterey Park,CA,5411,No,429990.0,2018-12-16
8.89,Swipe Transaction,Mira Loma,CA,5541,No,146685.0,2018-12-16
11.93,Swipe Transaction,La Verne,CA,5812,No,196845.0,2018-12-17
53.0,Swipe Transaction,La Verne,CA,5814,No,874500.0,2018-12-18
141.88,Swipe Transaction,Monterey Park,CA,5411,No,2341020.0,2018-12-19
39.32,Swipe Transaction,La Verne,CA,5912,No,648780.0,2018-12-19
86.82,Swipe Transaction,Ontario,CA,5211,No,1432530.0,2018-12-19
68.55,Swipe Transaction,La Verne,CA,5812,No,1131075.0,2018-12-19
39.6,Swipe Transaction,Monterey Park,CA,5411,No,653400.0,2018-12-20
-97.0,Swipe Transaction,La Verne,CA,5499,No,-1600500.0,2018-12-20
44.02,Swipe Transaction,La Verne,CA,5499,No,726330.0,2018-12-20
97.0,Swipe Transaction,La Verne,CA,5499,No,1600500.0,2018-12-20
115.19,Swipe Transaction,La Verne,CA,5411,No,1900635.0,2018-12-21
32.3,Swipe Transaction,Monterey Park,CA,5411,No,532950.0,2018-12-21
51.0,Swipe Transaction,La Verne,CA,5499,No,841500.0,2018-12-21
79.66,Swipe Transaction,La Verne,CA,5499,No,1314390.0,2018-12-21
-51.0,Swipe Transaction,La Verne,CA,5499,No,-841500.0,2018-12-21
116.92,Swipe Transaction,La Verne,CA,5300,No,1929180.0,2018-12-21
124.72,Swipe Transaction,La Verne,CA,5300,No,2057880.0,2018-12-22
100.0,Swipe Transaction,Mira Loma,CA,4829,No,1650000.0,2018-12-22
11.86,Swipe Transaction,Mira Loma,CA,5541,No,195690.0,2018-12-22
241.18,Swipe Transaction,Mira Loma,CA,4814,No,3979470.0,2018-12-23
